Id;Bogføringsdag;Handelsdag;Valørdag;Transaktionstype;Værdipapirer;Instrumenttyp;ISIN;Antal;Kurs;Rente;Afgifter;Beløb;Valuta;Indkøbsværdi;Resultat;Totalt antal;Saldo;Vekslingskurs;Transaktionstekst;Makuleringsdato;Verifikations-/Notanummer
358982940;2016-12-23;2016-12-14;2016-12-22;UDB.;TNP;Aktie;BMG9108L1081;1.500;0,05;0,0000;0,00;533,94;DKK;0,00;0,00;0,00;5.685,12;1,00;UDBYTTE TNP 0.05 USD/AKSJE;;216249946
358518794;2016-12-21;2016-12-21;2016-12-23;KØBT;IC;Aktie;DK0010221803;150;146,50;0,0000;29,00;-22.004,00;DKK;22.004,00;0,00;150,00;5.151,18;1,00;;;552728104
357685588;2016-12-16;2016-12-16;2016-12-16;INDBETALING;;;;0;0,00;0,0000;0,00;25.000,00;DKK;0,00;0,00;0,00;27.155,18;1,00;BASISBANK;;216186865
350870433;2016-11-11;2016-11-02;2016-11-10;UDB.;TNP;Aktie;BMG9108L1081;1.500;0,08;0,0000;0,00;819,80;DKK;0,00;0,00;0,00;2.155,18;1,00;UDBYTTE TNP 0.08 USD/AKSJE;;215801351
345365339;2016-10-14;2016-10-14;2016-10-18;KØBT;ALK B;Aktie;DK0060027142;35;907,00;0,0000;31,75;-31.776,75;DKK;31.776,75;0,00;35,00;1.335,38;1,00;;;547360283
344024998;2016-10-06;2016-10-06;2016-10-10;KØBT;NAS;Aktie;NO0010196140;100;286,00;0,0000;48,95;-23.775,56;DKK;41.018,48;0,00;150,00;33.112,13;0,83;;;546773320
343190970;2016-10-03;2016-10-03;2016-10-05;SOLGT;DANSKE;Aktie;DK0010274414;240;195,00;0,0000;46,80;46.753,20;DKK;0,00;4.889,20;0,00;56.887,69;1,00;;;546425115
341898328;2016-09-28;2016-09-28;2016-09-30;BYTTE INDLÆG  VP;NETS;Aktie;DK0060745370;184;0,00;0,0000;0,00;27.600,00;DKK;27.600,00;0,00;184,00;10.134,49;1,00;BYTE NETS TEMP TIL NETS;;55755701
341898326;2016-09-28;2016-09-28;2016-09-30;BYTTE OVERF. VP;NETS TEMP;Aktie;DK0060745453;184;0,00;0,0000;0,00;0,00;DKK;0,00;0,00;0,00;10.134,49;1,00;BYTE NETS TEMP TIL NETS;;55755701
341599752;2016-09-26;2016-09-26;2016-09-28;KØBT;NOVO B;Aktie;DK0060534915;50;295,9000;0,0000;29,00;-14.824,00;DKK;39.073,00;0,00;120,00;10.134,49;1,00;;;545896316
341284137;2016-09-23;2016-09-23;2016-09-23;RENSNING OVERF. VP;NETS OTA;Aktie;ZZ0060745453;300;0,00;0,0000;0,00;0,00;DKK;0,00;0,00;0,00;24.958,49;1,00;RENSNING NETS OTA;;55751546
341269691;2016-09-23;2016-09-23;2016-09-27;KØBT;NETS TEMP;Aktie;DK0060745453;184;150,00;0,0000;0,00;-27.600,00;DKK;27.600,00;0,00;184,00;24.958,49;1,00;IPO NETS 150 DKK/AK;;545763876
340934456;2016-09-21;2016-09-21;2016-09-21;EMISSION INDLÆG  VP;NETS OTA;Aktie;ZZ0060745453;300;0,00;0,0000;0,00;0,00;DKK;0,00;0,00;300,00;52.558,49;1,00;ÖNSKAR TECKNA NETS;;55747441
340259786;2016-09-15;2016-08-24;2016-09-15;UDB.;TRMD A;Aktie;GB00BZ3CNK81;420;2,6592;0,0000;0,00;1.116,85;DKK;0,00;0,00;0,00;52.558,49;1,00;UDBYTTE TRMD A 2,659164 DKK/AK;;215089447
339951577;2016-09-14;2016-09-14;2016-09-14;INDBETALING;;;;0;0,00;0,0000;0,00;50.000,00;DKK;0,00;0,00;0,00;51.441,64;1,00;OVERFORSEL - I;;215077225
335257292;2016-08-16;2016-08-12;2016-08-16;UDBYTTESKAT;NOVO B;Aktie;DK0060534915;70;0,00;0,0000;0,00;-56,70;DKK;0,00;0,00;0,00;1.441,64;1,00;UDBYTTE NOVO B 3 DKK/AKSJE;;214797716
335257290;2016-08-16;2016-08-12;2016-08-16;UDB.;NOVO B;Aktie;DK0060534915;70;3,00;0,0000;0,00;210,00;DKK;0,00;0,00;0,00;1.498,34;1,00;UDBYTTE NOVO B 3 DKK/AKSJE;;214797716
334516867;2016-08-11;2016-08-01;2016-08-10;UDB.;TNP;Aktie;BMG9108L1081;1.500;0,08;0,0000;0,00;800,61;DKK;0,00;0,00;0,00;1.288,34;1,00;UDBYTTE TNP 0.08 USD/AKSJE;;214766173
333176909;2016-08-03;2016-08-03;2016-08-05;KØBT;HM B;Aktie;SE0000106270;95;249,00;0,0000;46,23;-18.582,00;DKK;23.714,00;0,00;95,00;487,73;0,78;;;542257703
329003388;2016-07-05;2016-07-05;2016-07-07;KØBT;DANSKE;Aktie;DK0010274414;100;168,30;0,0000;29,00;-16.859,00;DKK;41.864,00;0,00;240,00;19.069,73;1,00;;;540445985
328252206;2016-07-01;2016-07-01;2016-07-05;SOLGT;COLO B;Aktie;DK0060448595;60;507,00;0,0000;30,42;30.389,58;DKK;0,00;900,12;0,00;35.928,73;1,00;;;540253503
327910244;2016-06-30;2016-06-30;2016-07-06;KØBT;TNP;Aktie;BMG9108L1081;1.500;4,75;0,0000;87,37;-47.973,07;DKK;7.138,00;0,00;1.500,00;5.539,15;6,72;;;540183676
327861042;2016-06-30;2016-06-30;2016-07-04;SOLGT;IVSO;Aktie;SE0001200015;280;61,00;0,0000;46,43;13.395,00;DKK;25.590,82;1.097,82;450,00;53.512,22;0,79;;;540157366
327632005;2016-06-29;2016-06-29;2016-07-01;KØBT;IVSO;Aktie;SE0001200015;140;60,25;0,0000;46,63;-6.713,00;DKK;41.514,00;0,00;730,00;40.117,22;0,79;;;540068072
327256099;2016-06-28;2016-06-27;2016-06-28;INDLØSNING VP LIKVID;EXQ ACC;Aktie;ZZ0060077758;2.600;18,00;0,0000;0,00;46.800,00;DKK;0,00;0,00;0,00;46.830,22;1,00;OPKØB EXQ;;214261028
327256097;2016-06-28;2016-06-27;2016-06-28;INDLØSNING OVERF. VP;EXQ ACC;Aktie;ZZ0060077758;2.600;18,00;0,0000;0,00;46.800,00;DKK;0,00;16.842,00;0,00;30,22;1,00;OPKØB EXQ;;55698625
325349765;2016-06-15;2016-06-15;2016-06-17;KØBT;IVSO;Aktie;SE0001200015;140;51,00;0,0000;47,03;-5.738,00;DKK;33.020,00;0,00;590,00;30,22;0,80;;;539154467
325052283;2016-06-14;2016-06-14;2016-06-16;KØBT;TRMD A;Aktie;GB00BZ3CNK81;150;63,00;0,0000;29,00;-9.479,00;DKK;34.941,50;0,00;420,00;5.768,22;1,00;;;539059525
324768096;2016-06-13;2016-06-13;2016-06-15;SOLGT;NAS;Aktie;NO0010196140;50;327,00;0,0000;47,04;12.989,61;DKK;12.359,48;3.931,52;50,00;15.247,22;0,80;;;538957256
320136293;2016-05-18;2016-05-18;2016-05-18;BYTTE INDLÆG  VP;EXQ ACC;Aktie;ZZ0060077758;2.600;0,00;0,0000;0,00;29.958,00;DKK;29.958,00;0,00;2.600,00;2.257,61;1,00;OPKØB EXQ 18 DKK/AK;;55599399
320136291;2016-05-18;2016-05-18;2016-05-18;BYTTE OVERF. VP;EXQ;Aktie;DK0060077758;2.600;0,00;0,0000;0,00;0,00;DKK;0,00;0,00;0,00;2.257,61;1,00;OPKØB EXQ 18 DKK/AK;;55599399
319196183;2016-05-11;2016-05-09;2016-05-11;UDBYTTESKAT;COLO B;Aktie;DK0060448595;60;0,00;0,0000;0,00;-72,90;DKK;0,00;0,00;0,00;2.257,61;1,00;UDBYTTE COLO B 4.5 DKK/AKSJE;;213836684
319196181;2016-05-11;2016-05-09;2016-05-11;UDB.;COLO B;Aktie;DK0060448595;60;4,50;0,0000;0,00;270,00;DKK;0,00;0,00;0,00;2.330,51;1,00;UDBYTTE COLO B 4.5 DKK/AKSJE;;213836684
317012826;2016-04-29;2016-04-29;2016-05-03;KØBT;IVSO;Aktie;SE0001200015;450;57,25;0,0000;48,04;-21.027,00;DKK;25.821,00;0,00;450,00;2.060,51;0,81;;;536302198
314658324;2016-04-19;2016-04-19;2016-04-19;BYTTE INDLÆG  VP;TRMD A;Aktie;GB00BZ3CNK81;270;0,00;0,0000;0,00;25.462,50;DKK;25.462,50;0,00;270,00;23.087,51;1,00;TILBUD 1 TORM A TIL 1 TRMD A;;55561971
314658322;2016-04-19;2016-04-19;2016-04-19;BYTTE OVERF. VP;TORM A ACC;Aktie;ZZ0060654812;270;0,00;0,0000;0,00;0,00;DKK;0,00;0,00;0,00;23.087,51;1,00;TILBUD 1 TORM A TIL 1 TRMD A;;55561971
314250988;2016-04-15;2016-04-13;2016-04-15;UDBYTTESKAT;MAERSK B;Aktie;DK0010244508;5;0,00;0,0000;0,00;-405,00;DKK;0,00;0,00;0,00;23.087,51;1,00;UDBYTTE MAERSK B 300 DKK/AKSJE;;213578387
314250986;2016-04-15;2016-04-13;2016-04-15;UDB.;MAERSK B;Aktie;DK0010244508;5;300,00;0,0000;0,00;1.500,00;DKK;0,00;0,00;0,00;23.492,51;1,00;UDBYTTE MAERSK B 300 DKK/AKSJE;;213578387
313836869;2016-04-14;2016-04-14;2016-04-14;BYTTE INDLÆG  VP;TORM A ACC;Aktie;ZZ0060654812;270;0,00;0,0000;0,00;25.462,50;DKK;25.462,50;0,00;270,00;21.992,51;1,00;TILBUD TORM A;;55557411
313836867;2016-04-14;2016-04-14;2016-04-14;BYTTE OVERF. VP;TORM A;Aktie;DK0060654812;270;0,00;0,0000;0,00;0,00;DKK;0,00;0,00;0,00;21.992,51;1,00;TILBUD TORM A;;55557411
311649742;2016-04-04;2016-04-04;2016-04-06;KØBT;DBK;Aktie;DE0005140008;100;14,70;0,0000;89,58;-11.062,62;DKK;4.838,50;0,00;250,00;21.992,51;7,46;;;534611822
309801560;2016-03-23;2016-03-21;2016-03-23;UDBYTTESKAT;NOVO B;Aktie;DK0060534915;70;0,00;0,0000;0,00;-120,96;DKK;0,00;0,00;0,00;33.055,13;1,00;UDBYTTE NOVO B 6.4 DKK/AKSJE;;213300173
309801558;2016-03-23;2016-03-21;2016-03-23;UDB.;NOVO B;Aktie;DK0060534915;70;6,40;0,0000;0,00;448,00;DKK;0,00;0,00;0,00;33.176,09;1,00;UDBYTTE NOVO B 6.4 DKK/AKSJE;;213300173
309386851;2016-03-22;2016-03-18;2016-03-22;UDBYTTESKAT;DANSKE;Aktie;DK0010274414;140;0,00;0,0000;0,00;-302,40;DKK;0,00;0,00;0,00;32.728,09;1,00;UDBYTTE DANSKE 8 DKK/AKSJE;;213289899
309386849;2016-03-22;2016-03-18;2016-03-22;UDB.;DANSKE;Aktie;DK0010274414;140;8,00;0,0000;0,00;1.120,00;DKK;0,00;0,00;0,00;33.030,49;1,00;UDBYTTE DANSKE 8 DKK/AKSJE;;213289899
309350411;2016-03-22;2016-03-22;2016-03-22;INDBETALING;;;;0;0,00;0,0000;0,00;30.000,00;DKK;0,00;0,00;0,00;31.910,49;1,00;OVERFORSEL - I;;213288755
308772434;2016-03-17;2016-03-17;2016-03-21;KØBT;COLO B;Aktie;DK0060448595;60;491,00;0,0000;29,46;-29.489,46;DKK;29.489,46;0,00;60,00;1.910,49;1,00;;;533782772
307701831;2016-03-11;2016-03-11;2016-03-11;INDBETALING;;;;0;0,00;0,0000;0,00;30.000,00;DKK;0,00;0,00;0,00;31.399,95;1,00;OVERFORSEL - I;;213223526
307407578;2016-03-09;2016-03-09;2016-03-11;KØBT;EXQ;Aktie;DK0060077758;1.300;11,50;0,0000;29,00;-14.979,00;DKK;29.958,00;0,00;2.600,00;1.399,95;1,00;;;533268598
307226896;2016-03-08;2016-03-08;2016-03-10;KØBT;EXQ;Aktie;DK0060077758;1.300;11,50;0,0000;29,00;-14.979,00;DKK;14.979,00;0,00;1.300,00;16.378,95;1,00;;;533183969
302701746;2016-02-10;2016-02-10;2016-02-10;INDBETALING;;;;0;0,00;0,0000;0,00;25.000,00;DKK;0,00;0,00;0,00;31.357,95;1,00;OVERFORSEL - I;;212942556
301715221;2016-02-04;2016-02-04;2016-02-08;KØBT;NOVO B;Aktie;DK0060534915;70;346,00;0,0000;29,00;-24.249,00;DKK;24.249,00;0,00;70,00;6.357,95;1,00;;;530773818
301386251;2016-02-03;2016-02-03;2016-02-03;INDBETALING;;;;0;0,00;0,0000;0,00;25.000,00;DKK;0,00;0,00;0,00;30.606,95;1,00;OVERFORSEL - I;;212891272
300021923;2016-01-27;2016-01-27;2016-01-29;KØBT;NAS;Aktie;NO0010196140;100;247,00;0,0000;15,00;-19.570,47;DKK;24.718,95;0,00;100,00;5.606,95;0,79;;;530125145
298842617;2016-01-20;2016-01-20;2016-01-20;INDBETALING;;;;0;0,00;0,0000;0,00;25.000,00;DKK;0,00;0,00;0,00;25.177,42;1,00;OVERFORSEL - I;;212689649
297962147;2016-01-14;2016-01-14;2016-01-18;KØBT;DANSKE;Aktie;DK0010274414;140;178,50;0,0000;15,00;-25.005,00;DKK;25.005,00;0,00;140,00;177,42;1,00;;;529191117
297192864;2016-01-11;2016-01-11;2016-01-13;KØBT;TORM A;Aktie;DK0060654812;270;94,25;0,0000;15,00;-25.462,50;DKK;25.462,50;0,00;270,00;25.182,42;1,00;;;528851436
296780406;2016-01-08;2016-01-08;2016-01-08;INDBETALING;;;;0;0,00;0,0000;0,00;25.000,00;DKK;0,00;0,00;0,00;50.644,92;1,00;BASISBANK;;212596265
295092986;2015-12-29;2015-12-29;2015-12-29;INDBETALING;;;;0;0,00;0,0000;0,00;25.000,00;DKK;0,00;0,00;0,00;25.644,92;1,00;OVERFORSEL - I;;212422986
294968139;2015-12-28;2015-12-28;2015-12-30;KØBT;DBK;Aktie;DE0005140008;150;22,31;0,0000;74,82;-25.113,42;DKK;3.356,50;0,00;150,00;644,92;7,48;;;528005991
292343021;2015-12-09;2015-12-09;2015-12-09;INDBETALING;;;;0;0,00;0,0000;0,00;25.000,00;DKK;0,00;0,00;0,00;25.758,34;1,00;OVERFORSEL - B;;212272307
291453038;2015-12-03;2015-12-03;2015-12-07;KØBT;DNORD;Aktie;DK0060083210;190;128,3000;0,0000;15,00;-24.392,00;DKK;24.392,00;0,00;190,00;758,34;1,00;;;526478769
286868382;2015-11-09;2015-11-09;2015-11-09;INDBETALING;;;;0;0,00;0,0000;0,00;24.500,00;DKK;0,00;0,00;0,00;25.150,34;1,00;OVERFORSEL BAS;;211951963
284665012;2015-10-27;2015-10-27;2015-10-29;KØBT;MAERSK B;Aktie;DK0010244508;5;9.865,00;0,0000;24,66;-49.349,66;DKK;49.349,66;0,00;5,00;650,34;1,00;;;523505617
284604646;2015-10-27;2015-10-27;2015-10-27;INDBETALING;;;;0;0,00;0,0000;0,00;50.000,00;DKK;0,00;0,00;0,00;50.000,00;1,00;OVERFORSEL - I;;211806178























